text,text_lower,lemma_lower,part_of_speech
educational,educational,educational,ADJ
actions,actions,action,NOUN
joint,joint,joint,ADJ
declaration,declaration,declaration,NOUN
available,available,available,ADJ
Y,y,y,PROPN
Del,del,del,PROPN
President,president,president,PROPN
del,del,del,PROPN
Government,government,government,NOUN
Kingdom,kingdom,kingdom,PROPN
Espana,espana,espana,PROPN
plan,plan,plan,NOUN
de,de,de,NOUN
development,development,development,NOUN
integral,integral,integral,ADJ
para,para,para,NOUN
Central,central,central,PROPN
America,america,america,PROPN
idiom,idiom,idiom,NOUN
new,new,new,ADJ
Cervantes,cervantes,cervantes,PROPN
Institute,institute,institute,PROPN
Los,los,los,PROPN
Angeles,angeles,angeles,PROPN
California,california,california,PROPN
Princess,princess,princess,PROPN
Astrid,astrid,astrid,PROPN
Belgium,belgium,belgium,PROPN
visited,visited,visit,VERB
country,country,country,NOUN
February,february,february,PROPN
forefront,forefront,forefront,NOUN
commercial,commercial,commercial,ADJ
mission,mission,mission,NOUN
personalities,personalities,personality,NOUN
including,including,include,VERB
representatives,representatives,representative,NOUN
Belgian,belgian,belgian,ADJ
companies,companies,company,NOUN
federal,federal,federal,ADJ
regional,regional,regional,ADJ
ministers,ministers,minister,NOUN
academic,academic,academic,ADJ
institutions,institutions,institution,NOUN
dialogue,dialogue,dialogue,NOUN
Integral,integral,integral,PROPN
Development,development,development,PROPN
Plan,plan,plan,PROPN
Central,central,central,PROPN
America,america,america,PROPN
highlighted,highlighted,highlight,VERB
importance,importance,importance,NOUN
Modernization,modernization,modernization,PROPN
Process,process,process,PROPN
Global,global,global,PROPN
Agreement,agreement,agreement,PROPN
Mexico,mexico,mexico,PROPN
European,european,european,PROPN
Union,union,union,PROPN
Prime,prime,prime,PROPN
Minister,minister,minister,PROPN
Luxembourg,luxembourg,luxembourg,PROPN
Xavier,xavier,xavier,PROPN
Bettel,bettel,bettel,PROPN
April,april,april,PROPN
leaders,leaders,leader,NOUN
endorsed,endorsed,endorse,VERB
support,support,support,NOUN
Modernization,modernization,modernization,PROPN
Process,process,process,PROPN
European,european,european,PROPN
Union,union,union,PROPN
Global,global,global,PROPN
Agreement,agreement,agreement,PROPN
agreed,agreed,agree,VERB
analyze,analyze,analyze,VERB
opportunities,opportunities,opportunity,NOUN
expand,expand,expand,VERB
cooperation,cooperation,cooperation,NOUN
especially,especially,especially,ADV
Central,central,central,PROPN
America,america,america,PROPN
Frame,frame,frame,PROPN
Integral,integral,integral,PROPN
Development,development,development,PROPN
Plan,plan,plan,PROPN
agreed,agreed,agree,VERB
deepen,deepen,deepen,VERB
commercial,commercial,commercial,ADJ
investment,investment,investment,NOUN
exchanges,exchanges,exchange,NOUN
showed,showed,show,VERB
confidence,confidence,confidence,NOUN
partners,partners,partner,NOUN
Mexican,mexican,mexican,ADJ
economy,economy,economy,NOUN
Prime,prime,prime,PROPN
Minister,minister,minister,PROPN
Bettel,bettel,bettel,PROPN
accompanied,accompanied,accompany,VERB
financial,financial,financial,ADJ
delegation,delegation,delegation,NOUN
aim,aim,aim,NOUN
expanding,expanding,expand,VERB
business,business,business,NOUN
opportunities,opportunities,opportunity,NOUN
financial,financial,financial,ADJ
sectors,sectors,sector,NOUN
countries,countries,country,NOUN
considering,considering,consider,VERB
Luxembourg,luxembourg,luxembourg,PROPN
important,important,important,ADJ
center,center,center,NOUN
Eurozone,eurozone,eurozone,PROPN
company,company,company,NOUN
Phumzile,phumzile,phumzile,PROPN
Mlambo,mlambo,mlambo,PROPN
Ngcuka,ngcuka,ngcuka,PROPN
Executive,executive,executive,PROPN
Director,director,director,PROPN
UN,un,un,PROPN
Women,women,women,PROPN
president,president,president,NOUN
Mexico,mexico,mexico,PROPN
launched,launched,launch,VERB
Spotlight,spotlight,spotlight,PROPN
Initiative,initiative,initiative,PROPN
seeks,seeks,seek,VERB
strengthen,strengthen,strengthen,VERB
complement,complement,complement,NOUN
support,support,support,VERB
existing,existing,exist,VERB
mechanisms,mechanisms,mechanism,NOUN
programs,programs,program,NOUN
initiatives,initiatives,initiative,NOUN
federal,federal,federal,ADJ
state,state,state,NOUN
level,level,level,NOUN
Municipal,municipal,municipal,PROPN
designed,designed,design,VERB
eradicate,eradicate,eradicate,VERB
feminicide,feminicide,feminicide,ADV
forms,forms,form,NOUN
violence,violence,violence,NOUN
women,women,woman,NOUN
girls,girls,girl,NOUN
Mexico,mexico,mexico,PROPN
European,european,european,PROPN
Union,union,union,PROPN
commitment,commitment,commitment,NOUN
consulted,consulted,consult,VERB
allocated,allocated,allocate,VERB
million,million,million,NUM
euros,euros,euro,NOUN
implementation,implementation,implementation,NOUN
Latin,latin,latin,PROPN
America,america,america,PROPN
approximately,approximately,approximately,ADV
seven,seven,seven,NUM
million,million,million,NUM
reversed,reversed,reverse,VERB
Mexico,mexico,mexico,PROPN
phase,phase,phase,NOUN
framework,framework,framework,NOUN
Government,government,government,PROPN
commitment,commitment,commitment,NOUN
Mexico,mexico,mexico,PROPN
development,development,development,NOUN
Central,central,central,ADJ
American,american,american,ADJ
region,region,region,NOUN
following,following,follow,VERB
actions,actions,action,NOUN
carried,carried,carry,VERB
January,january,january,PROPN
PDI,pdi,pdi,NOUN
project,project,project,NOUN
Central,central,central,PROPN
America,america,america,PROPN
presented,presented,present,VERB
Authorities,authorities,authority,NOUN
Republic,republic,republic,PROPN
Korea,korea,korea,PROPN
Subsequently,subsequently,subsequently,ADV
plan,plan,plan,NOUN
presented,presented,present,VERB
framework,framework,framework,NOUN
visit,visit,visit,NOUN
Mexico,mexico,mexico,PROPN
Deputy,deputy,deputy,PROPN
Minister,minister,minister,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
Japan,japan,japan,PROPN
result,result,result,NOUN
Mexican,mexican,mexican,PROPN
International,international,international,PROPN
Cooperation,cooperation,cooperation,PROPN
Agency,agency,agency,PROPN
Development,development,development,PROPN
AMEXCID,amexcid,amexcid,PROPN
Japan,japan,japan,PROPN
International,international,international,PROPN
Cooperation,cooperation,cooperation,PROPN
Agency,agency,agency,PROPN
JICA,jica,jica,PROPN
currently,currently,currently,ADV
work,work,work,VERB
definition,definition,definition,NOUN
joint,joint,joint,ADJ
triangular,triangular,triangular,ADJ
cooperation,cooperation,cooperation,NOUN
agenda,agenda,agenda,NOUN
Central,central,central,PROPN
America,america,america,PROPN
based,based,base,VERB
PDI,pdi,pdi,NOUN
President,president,president,PROPN
Republic,republic,republic,PROPN
talked,talked,talk,VERB
telephone,telephone,telephone,NOUN
Federal,federal,federal,PROPN
Chancellor,chancellor,chancellor,PROPN
Germany,germany,germany,PROPN
Angela,angela,angela,PROPN
Merkel,merkel,merkel,PROPN
PDI,pdi,pdi,NOUN
President,president,president,PROPN
invited,invited,invite,VERB
German,german,german,ADJ
Government,government,government,PROPN
join,join,join,VERB
project,project,project,NOUN
Likewise,likewise,likewise,ADV
President,president,president,PROPN
Mexico,mexico,mexico,PROPN
met,met,meet,VERB
Director,director,director,PROPN
General,general,general,PROPN
International,international,international,PROPN
Cooperation,cooperation,cooperation,PROPN
Development,development,development,PROPN
European,european,european,PROPN
Commission,commission,commission,PROPN
DG,dg,dg,PROPN
DEVCO,devco,devco,PROPN
talked,talked,talk,VERB
European,european,european,ADJ
support,support,support,NOUN
PDI,pdi,pdi,NOUN
Central,central,central,PROPN
America,america,america,PROPN
Based,based,base,VERB
dialogue,dialogue,dialogue,NOUN
Mexico,mexico,mexico,PROPN
European,european,european,PROPN
Union,union,union,PROPN
June,june,june,PROPN
High,high,high,PROPN
Representative,representative,representative,PROPN
European,european,european,PROPN
Union,union,union,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
Security,security,security,PROPN
Policy,policy,policy,PROPN
Federica,federica,federica,PROPN
Mogherini,mogherini,mogherini,PROPN
expressed,expressed,express,VERB
support,support,support,NOUN
EU,eu,eu,PROPN
Integral,integral,integral,PROPN
Development,development,development,PROPN
Plan,plan,plan,PROPN
affirming,affirming,affirm,VERB
represents,represents,represent,VERB
excellent,excellent,excellent,ADJ
opportunity,opportunity,opportunity,NOUN
strengthen,strengthen,strengthen,VERB
bilateral,bilateral,bilateral,ADJ
regional,regional,regional,ADJ
triangular,triangular,triangular,ADJ
Chancellor,chancellor,chancellor,PROPN
Mexico,mexico,mexico,PROPN
conducted,conducted,conduct,VERB
work,work,work,NOUN
visit,visit,visit,NOUN
Chinese,chinese,chinese,PROPN
People,people,people,PROPN
Republic,republic,republic,PROPN
July,july,july,PROPN
held,held,hold,VERB
high,high,high,ADJ
level,level,level,NOUN
political,political,political,ADJ
meetings,meetings,meeting,NOUN
participated,participated,participate,VERB
business,business,business,NOUN
seminar,seminar,seminar,NOUN
promote,promote,promote,VERB
trade,trade,trade,NOUN
productive,productive,productive,ADJ
investment,investment,investment,NOUN
flows,flows,flow,NOUN
Mexico,mexico,mexico,PROPN
China,china,china,PROPN
agreed,agreed,agree,VERB
roadmap,roadmap,roadmap,NOUN
years,years,year,NOUN
guide,guide,guide,VERB
actions,actions,action,NOUN
aimed,aimed,aim,VERB
achieving,achieving,achieve,VERB
economic,economic,economic,ADJ
relations,relations,relation,NOUN
reach,reach,reach,VERB
potential,potential,potential,NOUN
greater,greater,great,ADJ
cooperation,cooperation,cooperation,NOUN
fields,fields,field,NOUN
education,education,education,NOUN
science,science,science,NOUN
technology,technology,technology,NOUN
innovation,innovation,innovation,NOUN
Cultural,cultural,cultural,ADJ
relationships,relationships,relationship,NOUN
Multilateral,multilateral,multilateral,PROPN
agencies,agencies,agency,NOUN
mechanisms,mechanisms,mechanism,NOUN
Mexico,mexico,mexico,PROPN
strengthened,strengthened,strengthen,VERB
relations,relations,relation,NOUN
countries,countries,country,NOUN
Latin,latin,latin,PROPN
America,america,america,PROPN
Caribbean,caribbean,caribbean,ADJ
region,region,region,NOUN
active,active,active,ADJ
participation,participation,participation,NOUN
Meeting,meeting,meeting,PROPN
Forum,forum,forum,PROPN
Latin,latin,latin,ADJ
American,american,american,ADJ
Caribbean,caribbean,caribbean,PROPN
Development,development,development,PROPN
held,held,hold,VERB
April,april,april,PROPN
headquarters,headquarters,headquarters,NOUN
ECLAC,eclac,eclac,PROPN
Santiago,santiago,santiago,PROPN
de,de,de,PROPN
Chile,chile,chile,PROPN
mechanism,mechanism,mechanism,NOUN
mandate,mandate,mandate,NOUN
follow,follow,follow,VERB
compliance,compliance,compliance,NOUN
Sustainable,sustainable,sustainable,PROPN
Development,development,development,PROPN
Goals,goals,goals,PROPN
Agenda,agenda,agenda,PROPN
regional,regional,regional,ADJ
level,level,level,NOUN
January,january,january,PROPN
Virtual,virtual,virtual,PROPN
Meeting,meeting,meeting,PROPN
High,high,high,PROPN
Level,level,level,PROPN
Group,group,group,PROPN
Pacific,pacific,pacific,PROPN
Alliance,alliance,alliance,PROPN
Mechanism,mechanism,mechanism,PROPN
Integrated,integrated,integrated,PROPN
Chile,chile,chile,PROPN
Colombia,colombia,colombia,PROPN
Mexico,mexico,mexico,PROPN
Peru,peru,peru,PROPN
occasion,occasion,occasion,NOUN
reported,reported,report,VERB
Mexico,mexico,mexico,PROPN
continue,continue,continue,VERB
promote,promote,promote,VERB
strengthen,strengthen,strengthen,VERB
scheme,scheme,scheme,NOUN
main,main,main,ADJ
mechanism,mechanism,mechanism,NOUN
regional,regional,regional,ADJ
integration,integration,integration,NOUN
bridge,bridge,bridge,NOUN
approach,approach,approach,NOUN
South,south,south,PROPN
America,america,america,PROPN
Asia,asia,asia,PROPN
Pacific,pacific,pacific,PROPN
Likewise,likewise,likewise,ADV
Mexico,mexico,mexico,PROPN
interest,interest,interest,NOUN
reiterated,reiterated,reiterate,VERB
communiqué,communiqué,communiqué,NOUN
European,european,european,PROPN
Union,union,union,PROPN
FEDERICA,federica,federica,NOUN
MOGHERINI,mogherini,mogherini,PROPN
CON,con,con,PROPN
Continue,continue,continue,PROPN
promote,promote,promote,VERB
negotiations,negotiations,negotiation,NOUN
candidates,candidates,candidate,NOUN
Associate,associate,associate,PROPN
State,state,state,PROPN
CEA,cea,cea,PROPN
hand,hand,hand,NOUN
March,march,march,PROPN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
received,received,receive,VERB
visit,visit,visit,NOUN
General,general,general,PROPN
Secretary,secretary,secretary,PROPN
Caricom,caricom,caricom,PROPN
Irwin,irwin,irwin,PROPN
Larocque,larocque,larocque,PROPN
deepen,deepen,deepen,VERB
political,political,political,ADJ
dialogue,dialogue,dialogue,NOUN
regional,regional,regional,ADJ
issues,issues,issue,NOUN
meeting,meeting,meeting,NOUN
relevance,relevance,relevance,NOUN
inviting,inviting,invite,VERB
Venezuelan,venezuelan,venezuelan,ADJ
actors,actors,actor,NOUN
agreed,agreed,agree,VERB
approach,approach,approach,VERB
Montevideo,montevideo,montevideo,PROPN
mechanism,mechanism,mechanism,NOUN
ideal,ideal,ideal,ADJ
tool,tool,tool,NOUN
propositive,propositive,propositive,ADJ
diplomacy,diplomacy,diplomacy,NOUN
conciliatory,conciliatory,conciliatory,NOUN
based,based,base,VERB
principles,principles,principle,NOUN
international,international,international,ADJ
law,law,law,NOUN
Mexico,mexico,mexico,PROPN
participated,participated,participate,VERB
VIII,viii,viii,PROPN
Summit,summit,summit,PROPN
Heads,heads,heads,PROPN
State,state,state,PROPN
Government,government,government,PROPN
Caribbean,caribbean,caribbean,PROPN
States,states,states,PROPN
Association,association,association,PROPN
ACS,acs,acs,PROPN
held,held,hold,VERB
Managua,managua,managua,PROPN
Nicaragua,nicaragua,nicaragua,PROPN
March,march,march,PROPN
summit,summit,summit,NOUN
uniting,uniting,unite,VERB
efforts,efforts,effort,NOUN
Caribbean,caribbean,caribbean,PROPN
face,face,face,VERB
climate,climate,climate,NOUN
change,change,change,NOUN
result,result,result,NOUN
Managua,managua,managua,PROPN
Declaration,declaration,declaration,PROPN
Action,action,action,PROPN
Plan,plan,plan,PROPN
AEC,aec,aec,PROPN
issued,issued,issue,VERB
April,april,april,PROPN
Lima,lima,lima,PROPN
Peru,peru,peru,PROPN
Technical,technical,technical,PROPN
Forum,forum,forum,PROPN
Cooperation,cooperation,cooperation,PROPN
Pacific,pacific,pacific,PROPN
Alliance,alliance,alliance,PROPN
observer,observer,observer,NOUN
States,states,states,PROPN
held,held,hold,VERB
meeting,meeting,meeting,NOUN
portfolio,portfolio,portfolio,NOUN
projects,projects,project,NOUN
Alliance,alliance,alliance,PROPN
contains,contains,contain,VERB
proposals,proposals,proposal,NOUN
agreed,agreed,agree,VERB
members,members,member,NOUN
Mechanism,mechanism,mechanism,PROPN
presented,presented,present,VERB
portfolio,portfolio,portfolio,NOUN
includes,includes,include,VERB
projects,projects,project,NOUN
cooperation,cooperation,cooperation,NOUN
offer,offer,offer,NOUN
Alliance,alliance,alliance,PROPN
making,making,make,VERB
receptor,receptor,receptor,NOUN
cooperation,cooperation,cooperation,NOUN
offeror,offeror,offeror,NOUN
